text,label,normalized,language_tags,phonetic
grocery shopping karna hai list ready,neutral,grocery shopping karna hai list ready,"['UNK', 'EN', 'HI', 'HI', 'UNK', 'UNK']",/groːkeːrj ʃoːppɪŋ kərnaː hɛː lɪst reːədj/
laundry karna hai weekend pe,neutral,laundry karna hai weekend pe,"['UNK', 'HI', 'HI', 'HI', 'HI']",/laʊndrj kərnaː hɛː wiːkeːnd peː/
call karna hai parents ko evening mein,neutral,call karna hai parents ko evening mein,"['EN', 'HI', 'HI', 'UNK', 'HI', 'EN', 'HI']",/kɔːl kərnaː hɛː pəreːnts koː eːveːnɪŋ mẽː/
presentation banana hai for tomorrow,neutral,presentation banana hai for tomorrow,"['EN', 'UNK', 'HI', 'EN', 'EN']",/prezənteɪʃən bənənə hɛː fɔːr təmɒroʊ/
bike service ke liye jaana hai,neutral,bike service ke liye jaana hai,"['UNK', 'UNK', 'HI', 'HI', 'HI', 'HI']",/bɪkeː sɜːrvɪs keː lɪjeː dʒaːnə hɛː/
electricity bill pay karna hai online,neutral,electricity bill pay karna hai online,"['UNK', 'UNK', 'UNK', 'HI', 'HI', 'UNK']",/eːleːktrɪkɪtj bɪll pəj kərnaː hɛː oːnlɪneː/
haircut karana hai bahut badh gaye,neutral,haircut karana hai bahut badh gaye,"['UNK', 'UNK', 'HI', 'HI', 'UNK', 'HI']",/haɪrkʊt kərənə hɛː bəhʊt bədʰ gəjeː/
meeting reschedule ho gayi to wednesday,neutral,meeting reschedule ho gayi to wednesday,"['EN', 'UNK', 'HI', 'HI', 'HI', 'UNK']",/miːtɪŋ reːstʃeːdʊleː hoː gəjiː toː weːdneːsdəj/
parcel aane wala hai tracking shows nearby,neutral,parcel aane wala hai tracking shows nearby,"['UNK', 'HI', 'UNK', 'HI', 'EN', 'UNK', 'UNK']",/pərkeːl aːneː wələ hɛː trəkkɪŋ ʃoːws neːərbj/
lunch mein kya khaya tell me,neutral,lunch mein kya khaya tell mein,"['EN', 'HI', 'HI', 'HI', 'EN', 'HI']",/lʌntʃ mẽː kjaː kʰəjə teːll mẽː/
office se nikla traffic dekh ke batata hun,neutral,office se nikla traffic dekh ke batata hun,"['EN', 'HI', 'UNK', 'EN', 'HI', 'HI', 'UNK', 'HI']",/ɒfɪs seː nɪklə træfɪk deːkʰ keː bətətə hũː/
abhi gym mein hun call back later,neutral,abhi gym mein hun call back later,"['HI', 'UNK', 'HI', 'HI', 'EN', 'UNK', 'UNK']",/əbʰiː gjm mẽː hũː kɔːl bæk leɪtər/
movie 7 baje start hai reach by 6:45,neutral,movie 7 baje start hai reach by 6:45,"['EN', 'UNK', 'UNK', 'EN', 'HI', 'UNK', 'EN', 'UNK']",/muːviː 7 bədʒeː stɑːrt hɛː reːətʃ baɪ 6:45/
sharma ji ka beta abroad ja raha,neutral,sharma ji ka beta abroad ja raha,"['UNK', 'HI', 'HI', 'UNK', 'UNK', 'HI', 'HI']",/ʃərmə dʒiː kaː beːtə əbroːəd dʒaː rəhaː/
new restaurant khula hai near office,neutral,new restaurant khula hai near office,"['EN', 'UNK', 'UNK', 'HI', 'UNK', 'EN']",/njuː reːstaʊrənt kʰʊlə hɛː neːər ɒfɪs/
metro se ja raha hun will take time,neutral,metro se ja raha hun will take time,"['UNK', 'HI', 'HI', 'HI', 'HI', 'UNK', 'UNK', 'HI']",/meːtroː seː dʒaː rəhaː hũː wɪl təkeː tɪmeː/
parking mil gayi coming up now,neutral,parking mil gayi coming up now,"['EN', 'HI', 'HI', 'EN', 'UNK', 'EN']",/pərkɪŋ mɪl gəjiː kʌmɪŋ ʊp naʊ/
battery low hai phone ki charge karna hai,neutral,battery low hai phone ki charge karna hai,"['UNK', 'UNK', 'HI', 'EN', 'HI', 'UNK', 'HI', 'HI']",/bətteːrj loːw hɛː foʊn kiː tʃərgeː kərnaː hɛː/
weather cloudy hai might rain later,neutral,weather cloudy hai might rain later,"['UNK', 'UNK', 'HI', 'UNK', 'UNK', 'UNK']",/weːətʰeːr klaʊdj hɛː mɪgʰt raɪn leɪtər/
sale lagi hai online checking deals,neutral,sale lagi hai online checking deals,"['UNK', 'UNK', 'HI', 'UNK', 'EN', 'UNK']",/səleː ləgɪ hɛː oːnlɪneː tʃeːkkɪŋ deːəls/
cousin ki shaadi hai next month,neutral,cousin ki shaadi hai next month,"['UNK', 'HI', 'HI', 'HI', 'UNK', 'EN']",/kaʊsɪn kiː ʃaːdɪ hɛː neːkst mʌnθ/
exam results aane wale hain waiting,neutral,exam results aane wale hai waiting,"['EN', 'UNK', 'HI', 'UNK', 'HI', 'EN']",/ɪgzæm reːsʊlts aːneː wəleː hɛː weɪtɪŋ/
password bhul gaya reset karna padega,neutral,password bhul gaya reset karna padega,"['UNK', 'UNK', 'HI', 'UNK', 'HI', 'UNK']",/pəsswoːrd bʰʊl gəjaː reːseːt kərnaː pədeːgə/
update install ho raha hai system pe,neutral,update install ho raha hai system pe,"['UNK', 'UNK', 'HI', 'HI', 'HI', 'UNK', 'HI']",/ʊpdəteː ɪnstəll hoː rəhaː hɛː sjsteːm peː/
file send kar di check your email,neutral,file send kar di check your email,"['UNK', 'UNK', 'HI', 'HI', 'UNK', 'EN', 'UNK']",/fɪleː seːnd kər dɪ tʃeːkk jɔːr eːmaɪl/
location share karta hun maps pe,neutral,location share karta hun maps pe,"['EN', 'UNK', 'HI', 'HI', 'UNK', 'HI']",/loːkətɪoːn ʃəreː kərtaː hũː məps peː/
table book karni hai for 4 people,neutral,table book karni hai for 4 people,"['EN', 'HI', 'UNK', 'HI', 'EN', 'UNK', 'UNK']",/təbleː buːk kərnɪ hɛː fɔːr 4 peːoːpleː/
swimming class join karni hai summer mein,neutral,swimming class join karni hai summer mein,"['EN', 'EN', 'UNK', 'UNK', 'HI', 'UNK', 'HI']",/swɪmmɪŋ klɑːs dʒɔɪn kərnɪ hɛː sʊmmeːr mẽː/
